sales_id,order_id,product_id,customer_id,order_date,order_priority,order_quantity,unit_price,discount,shipping_price,total,total_after_discount,box_size,shipping_cost,box_cost,delivery_date,product_base_revenue,revenue
2876,202932,PFS127028,100922423,2017-05-03,Same Day,12,154.7,0.07,6.75,1856.4,1726.45,Medium Box,4.73,1.18,2017-05-04,0.65,1115.6
2877,202933,PFS127042,100922424,2017-07-25,Medium,8,154.7,0.01,4.5,1237.6,1225.22,Small Box,3.15,0.56,2017-07-31,0.63,766.46
2878,202934,PFS127110,100922425,2017-04-17,Medium,7,175.49,0.07,6,1228.41,1142.42,Medium Box,4.2,1.18,2017-04-23,0.84,955.63
2879,202935,PFS127014,100922426,2017-08-24,Medium,3,193.7,0.02,5.25,581.1,569.48,Jumbo Drum,3.68,5.42,2017-08-30,0.36,197.86
2880,202936,PFS127018,100922427,2017-07-07,Very Low,2,193.7,0.03,3,387.4,375.78,Small Box,2.1,0.56,2017-07-17,0.36,132.62
2881,202937,PFS127039,100922428,2017-05-10,Very Low,8,193.7,0.03,2.33,1549.6,1503.11,Large Box,1.63,1.48,2017-05-20,0.7,1043.95
2882,202938,PFS127125,100922429,2017-02-09,Critical,11,193.7,0.07,9,2130.7,1981.55,Jumbo Drum,6.3,5.42,2017-02-11,0.89,1751.87
2883,202939,PFS127050,100922430,2017-02-08,High,12,258.7,0.05,6,3104.4,2949.18,Small Box,4.2,0.56,2017-02-11,0.65,1912.2
2884,202940,PFS127123,100922431,2017-03-05,Medium,15,258.7,0.07,4.5,3880.5,3608.87,Wrap Bag,3.15,0.34,2017-03-11,0.75,2703.16
2885,202941,PFS127051,100922432,2017-10-27,Low,8,362.7,0.01,3.5,2901.6,2872.58,Jumbo Drum,2.45,5.42,2017-11-04,0.44,1256.07
2886,202942,PFS127045,100922433,2017-02-11,Low,9,453.7,0.08,3.5,4083.3,3756.64,Wrap Bag,2.45,0.34,2017-02-19,0.7,2614.09
2887,202943,PFS127089,100922434,2017-02-06,Same Day,3,15.77,0.02,11.25,47.31,46.36,Small Box,7.88,0.56,2017-02-07,0.84,30.56
2888,202944,PFS127081,100922435,2017-05-19,Low,4,16.34,0.1,3.5,65.36,58.83,Large Box,2.45,1.48,2017-05-27,0.61,32.05
2889,202945,PFS127072,100922436,2017-07-05,Medium,5,16.65,0.1,3.75,83.27,74.94,Small Box,2.63,0.56,2017-07-11,0.68,47.97
2890,202946,PFS127087,100922437,2017-01-12,High,8,32.67,0.02,7,261.34,256.11,Medium Box,4.9,1.18,2017-01-15,0.84,209.36
2891,202947,PFS127097,100922438,2017-07-06,Critical,2,19.67,0.05,7.5,39.33,37.37,Jumbo Drum,5.25,5.42,2017-07-08,0.76,17.76
2892,202948,PFS127119,100922439,2017-04-15,Very Low,7,41.5,0.1,3,290.5,261.45,Small Box,2.1,0.56,2017-04-25,0.73,187.36
2893,202949,PFS127121,100922440,2017-10-29,Same Day,1,47.5,0.02,9,47.5,46.55,Small Box,6.3,0.56,2017-10-30,0.94,36.89
2894,202950,PFS127092,100922441,2017-06-22,Low,3,18.41,0.06,1.5,55.22,51.91,Large Box,1.05,1.48,2017-06-30,0.92,45.31
2895,202951,PFS127057,100922442,2017-01-31,Medium,9,19.75,0.06,4.5,177.72,167.06,Small Box,3.15,0.56,2017-02-06,0.69,111.02
2896,202952,PFS127060,100922443,2017-05-06,High,12,19.75,0.03,8,236.96,229.86,Small Box,5.6,0.56,2017-05-09,0.59,129.59
2897,202953,PFS127090,100922444,2017-08-04,Critical,5,19.88,0.08,10.5,99.39,91.43,Large Box,7.35,1.48,2017-08-06,0.76,60.73
2898,202954,PFS127091,100922445,2017-12-03,Very Low,4,20.48,0.04,3,81.9,78.62,Small Box,2.1,0.56,2017-12-13,0.84,63.48
2899,202955,PFS127108,100922446,2017-05-29,Same Day,3,20.48,0.06,15.75,61.43,57.74,Wrap Bag,11.03,0.34,2017-05-30,0.84,37.21
2900,202956,PFS127041,100922447,2017-05-12,Medium,2,20.79,0.1,4.5,41.57,37.42,Small Box,3.15,0.56,2017-05-18,0.65,20.59
2901,202957,PFS127052,100922448,2017-09-19,Medium,2,20.79,0.04,4.5,41.57,39.91,Large Box,3.15,1.48,2017-09-25,0.42,12.13
2902,202958,PFS127073,100922449,2017-05-24,Medium,9,20.79,0.06,4.5,187.08,175.86,Jumbo Drum,3.15,5.42,2017-05-30,0.62,101.24
2903,202959,PFS127098,100922450,2017-05-16,Very Low,1,20.79,0.03,2.33,20.79,20.16,Small Box,1.63,0.56,2017-05-26,0.73,12.59
2904,202960,PFS127114,100922451,2017-06-14,Very Low,4,21.94,0.1,2.33,87.78,79,Small Box,1.63,0.56,2017-06-24,0.84,64.26
2905,202961,PFS127120,100922452,2017-12-04,Critical,7,21.94,0.07,10.5,153.61,142.86,Small Box,7.35,0.56,2017-12-06,0.7,91.6
2906,202962,PFS127046,100922453,2017-11-12,High,8,22.09,0.1,5,176.7,159.03,Jumbo Box,3.5,2.96,2017-11-15,0.69,102.76
2907,202963,PFS127023,100922454,2017-08-10,Medium,5,2.52,0.08,3,12.61,11.6,Jumbo Drum,2.1,5.42,2017-08-16,0.74,1.12
2908,202964,PFS127031,100922455,2017-04-12,Low,2,2.89,0.04,3,5.77,5.54,Small Box,2.1,0.56,2017-04-20,0.62,0.78
2909,202965,PFS127032,100922456,2017-09-04,Low,3,3.12,0.05,2.5,9.36,8.89,Jumbo Drum,1.75,5.42,2017-09-12,0.61,-1.73
2910,202966,PFS127035,100922457,2017-06-05,Same Day,9,3.12,0.03,15.75,28.08,27.24,Small Box,11.03,0.56,2017-06-06,0.38,-1.23
2911,202967,PFS127033,100922458,2017-07-19,Low,11,3.17,0.08,2.5,34.89,32.1,Jumbo Drum,1.75,5.42,2017-07-27,0.61,12.37
2912,202968,PFS127024,100922459,2017-09-04,Medium,19,3.41,0.01,5.25,64.71,64.07,Small Box,3.68,0.56,2017-09-10,0.73,42.33
2913,202969,PFS127016,100922460,2017-02-07,High,6,3.6,0.04,5,21.61,20.74,Small Box,3.5,0.56,2017-02-10,0.34,3.06
2914,202970,PFS127022,100922461,2017-06-26,Critical,9,3.77,0.06,13.5,33.93,31.89,Small Box,9.45,0.56,2017-06-28,0.84,16.82
2915,202971,PFS127070,100922462,2017-04-27,Very Low,8,35.9,0.01,2.33,287.22,284.34,Medium Box,1.63,1.18,2017-05-07,0.69,192.48
2916,202972,PFS127037,100922463,2017-12-23,Same Day,7,26.71,0.05,6.75,186.96,177.61,Wrap Bag,4.73,0.34,2017-12-24,0.74,127.15
2917,202973,PFS127063,100922464,2017-05-27,Low,4,36.83,0,4.5,147.3,147.3,Small Box,3.15,0.56,2017-06-04,0.42,58.24
2918,202974,PFS127040,100922465,2017-03-22,Medium,5,46.93,0.01,6,234.65,232.3,Medium Box,4.2,1.18,2017-03-28,0.67,150.91
2919,202975,PFS127053,100922466,2017-05-11,High,1,56.93,0.01,7,56.93,56.36,Small Box,4.9,0.56,2017-05-14,0.31,11.77
2920,202976,PFS127105,100922467,2017-02-12,Critical,2,37.15,0.01,6,74.3,73.56,Small Box,4.2,0.56,2017-02-14,0.67,44.73
2921,202977,PFS127095,100922468,2017-03-04,Very Low,3,27.72,0.02,2.33,83.17,81.5,Small Pack,1.63,0.38,2017-03-14,0.84,66.55
2922,202978,PFS127086,100922469,2017-03-17,Same Day,6,18.63,0.03,9,111.79,108.44,Small Box,6.3,0.56,2017-03-18,0.69,67.42
2923,202979,PFS127013,100922470,2017-01-28,Medium,14,21.1,0.05,4.5,295.43,280.66,Wrap Bag,3.15,0.34,2017-02-03,0.37,99.4
2924,202980,PFS127044,100922471,2017-03-16,Medium,17,22.12,0.09,5.25,375.99,342.15,Small Box,3.68,0.56,2017-03-22,0.73,244.44
2925,202981,PFS127009,100922472,2017-11-29,Medium,19,40.95,0.08,5.25,778.05,715.81,Jumbo Drum,3.68,5.42,2017-12-05,0.42,291.98
2926,202982,PFS127010,100922473,2017-10-16,Very Low,18,23.7,0.01,1.33,426.64,422.37,Small Box,0.93,0.56,2017-10-26,0.38,159.17
2927,202983,PFS127011,100922474,2017-08-10,Very Low,22,24.3,0.07,2,534.6,497.18,Small Box,1.4,0.56,2017-08-20,0.37,183.09
2928,202984,PFS127025,100922475,2017-11-12,Critical,11,15.6,0.07,7.5,171.6,159.59,Medium Box,5.25,1.18,2017-11-14,0.7,104.74
2929,202985,PFS127026,100922476,2017-09-30,High,9,15.77,0.09,7,141.92,129.15,Small Pack,4.9,0.38,2017-10-03,0.69,83.19
2930,202986,PFS127038,100922477,2017-07-11,Medium,2,16.34,0.04,3.75,32.68,31.37,Small Box,2.63,0.56,2017-07-17,0.73,19.82
2931,202987,PFS127047,100922478,2017-08-04,Low,1,16.65,0.09,3.5,16.65,15.15,Small Box,2.45,0.56,2017-08-12,0.69,7.37
2932,202988,PFS127055,100922479,2017-07-08,Low,1,19.67,0.02,2.5,19.67,19.27,Large Box,1.75,1.48,2017-07-16,0.73,10.9
2933,202989,PFS127056,100922480,2017-07-18,Same Day,1,17.67,0.02,20.25,17.67,17.31,Small Box,14.18,0.56,2017-07-19,0.73,-2.04
2934,202990,PFS127058,100922481,2017-06-20,Low,2,41.5,0,2,83,83,Small Box,1.4,0.56,2017-06-28,0.68,54.69
2935,202991,PFS127065,100922482,2017-10-23,Medium,5,47.5,0,2.25,237.5,237.5,Wrap Bag,1.58,0.34,2017-10-29,0.37,86.49
2936,202992,PFS127069,100922483,2017-08-09,High,5,18.41,0.08,6,92.04,84.68,Medium Box,4.2,1.18,2017-08-12,0.73,56.17
2937,202993,PFS127074,100922484,2017-06-20,Critical,4,19.75,0.03,12,78.99,76.62,Small Pack,8.4,0.38,2017-06-22,0.62,38.94
2938,202994,PFS127075,100922485,2017-07-25,Very Low,8,19.75,0.04,2.33,157.98,151.66,Small Box,1.63,0.56,2017-08-04,0.62,91.92
2939,202995,PFS127076,100922486,2017-07-20,Same Day,9,19.88,0.06,20.25,178.89,168.16,Wrap Bag,14.18,0.34,2017-07-21,0.61,88.33
2940,202996,PFS127009,100922487,2017-07-12,Low,8,40.95,0.03,1.75,327.6,317.77,Jumbo Drum,1.23,5.42,2017-07-20,0.42,127.01
2941,202997,PFS127010,100922488,2017-01-03,Medium,5,23.7,0.08,3,118.51,109.03,Small Box,2.1,0.56,2017-01-09,0.38,38.81
2942,202998,PFS127011,100922489,2017-03-09,High,21,24.3,0.09,6,510.3,464.37,Small Box,4.2,0.56,2017-03-12,0.37,168.08
2943,202999,PFS127025,100922490,2017-05-24,Critical,8,15.6,0.04,7.5,124.8,119.81,Medium Box,5.25,1.18,2017-05-26,0.7,77.03
2944,203000,PFS127026,100922491,2017-07-23,Very Low,5,15.77,0.04,2.33,78.85,75.69,Small Pack,1.63,0.38,2017-08-02,0.69,49.84
2945,203001,PFS127038,100922492,2017-11-12,Same Day,9,16.34,0.06,11.25,147.07,138.24,Small Box,7.88,0.56,2017-11-13,0.73,92.92
2946,203002,PFS127047,100922493,2017-04-16,Medium,11,16.65,0.1,5.25,183.18,164.86,Small Box,3.68,0.56,2017-04-22,0.69,108.69
2947,203003,PFS127055,100922494,2017-12-03,Medium,4,19.67,0.01,3.75,78.67,77.88,Large Box,2.63,1.48,2017-12-09,0.73,53
2948,203004,PFS127056,100922495,2017-08-01,Medium,3,17.67,0.06,6.75,53,49.82,Small Box,4.73,0.56,2017-08-07,0.73,31.24
2949,203005,PFS127058,100922496,2017-09-22,Very Low,2,41.5,0.02,1.33,83,81.34,Small Box,0.93,0.56,2017-10-02,0.68,54.03
2950,203006,PFS127065,100922497,2017-11-23,Very Low,7,47.5,0.05,1,332.5,315.88,Wrap Bag,0.7,0.34,2017-12-03,0.37,116.53
2951,203007,PFS127069,100922498,2017-08-27,Critical,1,18.41,0.05,9,18.41,17.49,Medium Box,6.3,1.18,2017-08-29,0.73,5.23
2952,203008,PFS127074,100922499,2017-10-27,High,11,19.75,0.1,8,217.22,195.5,Small Pack,5.6,0.38,2017-10-30,0.62,115.78
2953,203009,PFS127075,100922500,2017-09-23,Medium,22,19.75,0.08,5.25,434.43,399.68,Small Box,3.68,0.56,2017-09-29,0.62,243.8
2954,203010,PFS127076,100922501,2017-06-05,Low,12,19.88,0.05,4.5,238.52,226.6,Wrap Bag,3.15,0.34,2017-06-13,0.61,135.1
2955,203011,PFS127077,100922502,2017-06-01,Low,8,20.48,0.04,3.5,163.8,157.25,Small Box,2.45,0.56,2017-06-09,0.84,129.26
2956,203012,PFS127080,100922503,2017-06-05,Same Day,7,20.48,0.07,13.5,143.33,133.29,Jumbo Box,9.45,2.96,2017-06-06,0.62,70.31
2957,203013,PFS127082,100922504,2017-05-10,Low,3,20.79,0.04,3,62.36,59.87,Large Box,2.1,1.48,2017-05-18,0.73,40.31
2958,203014,PFS127088,100922505,2017-09-30,Medium,2,20.79,0.06,4.5,41.57,39.08,Small Box,3.15,0.56,2017-10-06,0.8,27.55
2959,203015,PFS127094,100922506,2017-08-23,High,8,20.79,0,7,166.3,166.3,Small Box,4.9,0.56,2017-08-26,0.87,139.22
2960,203016,PFS127100,100922507,2017-05-18,Critical,11,20.79,0.09,10.5,228.66,208.08,Small Box,7.35,0.56,2017-05-20,0.73,143.32
2961,203017,PFS127101,100922508,2017-09-20,Very Low,12,21.94,0.03,2.33,263.33,255.43,Wrap Bag,1.63,0.34,2017-09-30,0.7,175.96
2962,203018,PFS127102,100922509,2017-07-20,Same Day,15,21.94,0.06,11.25,329.16,309.41,Small Box,7.88,0.56,2017-07-21,0.69,204.07
2963,203019,PFS127104,100922510,2017-11-30,Low,8,22.09,0.01,3.5,176.7,174.93,Small Pack,2.45,0.38,2017-12-08,0.68,116.58
2964,203020,PFS127106,100922511,2017-05-24,Medium,9,22.75,0.08,2.25,204.75,188.37,Wrap Bag,1.58,0.34,2017-05-30,0.84,156.54
2965,203021,PFS127109,100922512,2017-04-21,High,3,35.08,0.03,9,105.24,102.08,Wrap Bag,6.3,0.34,2017-04-24,0.76,71.03
2966,203022,PFS127111,100922513,2017-03-24,Critical,4,35.1,0.06,12,140.4,131.98,Jumbo Drum,8.4,5.42,2017-03-26,0.92,107.81
2967,203023,PFS127112,100922514,2017-11-21,Very Low,5,37.03,0.08,2.33,185.15,170.34,Small Box,1.63,0.56,2017-12-01,0.84,141.09
2968,203024,PFS127113,100922515,2017-09-03,Same Day,8,37.03,0.02,9,296.24,290.32,Wrap Bag,6.3,0.34,2017-09-04,0.87,245.94
2969,203025,PFS127116,100922516,2017-02-13,Medium,2,38.61,0.08,5.25,77.22,71.04,Small Pack,3.68,0.38,2017-02-19,0.74,48.83
2970,203026,PFS127049,100922517,2017-09-24,Medium,7,0.53,0.05,3,3.73,3.54,Small Box,2.1,0.56,2017-09-30,0.95,0.7
2971,203027,PFS127036,100922518,2017-06-21,Medium,1,1.03,0.02,4.5,1.03,1.01,Small Box,3.15,0.56,2017-06-27,0.76,-2.95
2972,203028,PFS127071,100922519,2017-11-16,Very Low,3,1.78,0.01,2.33,5.34,5.29,Wrap Bag,1.63,0.34,2017-11-26,0.69,1.65
2973,203029,PFS127021,100922520,2017-11-18,Very Low,9,2.22,0.06,2.33,20.01,18.81,Small Pack,1.63,0.38,2017-11-28,0.66,10.4
2974,203030,PFS127023,100922521,2017-10-29,Critical,12,2.52,0.09,6,30.26,27.54,Jumbo Drum,4.2,5.42,2017-10-31,0.74,10.89
2975,203031,PFS127031,100922522,2017-08-16,High,5,2.89,0.03,6,14.43,14,Small Box,4.2,0.56,2017-08-19,0.62,3.92
2976,203032,PFS127032,100922523,2017-04-21,Medium,4,3.12,0.08,3.75,12.48,11.48,Jumbo Drum,2.63,5.42,2017-04-27,0.61,-1.02
2977,203033,PFS127035,100922524,2017-10-22,Low,3,3.12,0.05,3.5,9.36,8.89,Small Box,2.45,0.56,2017-10-30,0.38,0.37
2978,203034,PFS127033,100922525,2017-02-13,Low,2,3.17,0,2.5,6.34,6.34,Jumbo Drum,1.75,5.42,2017-02-21,0.61,-3.3
2979,203035,PFS127024,100922526,2017-05-15,Same Day,2,3.41,0.05,15.75,6.81,6.47,Small Box,11.03,0.56,2017-05-16,0.73,-6.88
2980,203036,PFS127016,100922527,2017-12-28,Low,9,3.6,0.08,2.5,32.41,29.82,Small Box,1.75,0.56,2018-01-05,0.34,7.93
2981,203037,PFS127022,100922528,2017-12-16,Medium,1,3.77,0.04,6.75,3.77,3.62,Small Box,4.73,0.56,2017-12-22,0.84,-2.24
2982,203038,PFS127030,100922529,2017-07-17,High,4,3.89,0.05,4,15.55,14.77,Small Box,2.8,0.56,2017-07-20,0.62,5.86
2983,203039,PFS127067,100922530,2017-11-06,Critical,7,4.11,0.04,4.5,28.76,27.61,Large Box,3.15,1.48,2017-11-08,0.84,18.59
2984,203040,PFS127012,100922531,2017-11-23,Very Low,8,5.16,0.03,2,41.29,40.05,Small Box,1.4,0.56,2017-12-03,0.37,12.72
2985,203041,PFS127029,100922532,2017-06-13,Same Day,5,5.16,0.06,18,25.81,24.26,Small Box,12.6,0.56,2017-06-14,0.62,1.94
2986,203042,PFS127062,100922533,2017-08-29,Low,2,5.16,0.06,3.5,10.32,9.7,Small Box,2.45,0.56,2017-09-06,0.57,2.53
2987,203043,PFS127107,100922534,2017-07-27,Medium,3,5.2,0.01,6.75,15.6,15.44,Small Box,4.73,0.56,2017-08-02,0.8,7.07
2988,203044,PFS127128,100922535,2017-11-09,High,9,15.2,0.01,7,136.8,135.43,Small Box,4.9,0.56,2017-11-12,0.78,100.17
2989,203045,PFS127034,100922536,2017-02-18,Critical,11,25.21,0.05,9,277.34,263.48,Small Pack,6.3,0.38,2017-02-20,0.55,139.08
2990,203046,PFS127061,100922537,2017-11-13,Very Low,19,5.24,0.06,2,99.54,93.57,Wrap Bag,1.4,0.34,2017-11-23,0.58,52.18
2991,203047,PFS127043,100922538,2017-08-25,Same Day,6,5.3,0.08,13.5,31.82,29.28,Wrap Bag,9.45,0.34,2017-08-26,0.73,11.68
2992,203048,PFS127064,100922539,2017-10-27,Medium,9,5.46,0,5.25,49.14,49.14,Small Box,3.68,0.56,2017-11-02,0.55,22.79
2993,203049,PFS127059,100922540,2017-05-05,Medium,8,75.5,0.04,5.25,603.99,579.83,Medium Box,3.68,1.18,2017-05-11,0.63,359.63
2994,203050,PFS127103,100922541,2017-05-09,Medium,7,45.8,0.01,5.25,320.59,317.38,Small Box,3.68,0.56,2017-05-15,0.69,213.17
2995,203051,PFS127066,100922542,2017-06-27,Very Low,4,5.9,0.09,1.67,23.61,21.48,Small Box,1.17,0.56,2017-07-07,0.31,4.84
2996,203052,PFS127070,100922543,2017-10-14,Very Low,5,35.9,0.09,2.33,179.51,163.35,Medium Box,1.63,1.18,2017-10-24,0.69,109.38
2997,203053,PFS127037,100922544,2017-01-31,Critical,1,26.71,0.03,4.5,26.71,25.91,Wrap Bag,3.15,0.34,2017-02-02,0.74,15.8
2998,203054,PFS127063,100922545,2017-06-20,High,2,36.83,0.04,9,73.65,70.7,Small Box,6.3,0.56,2017-06-23,0.42,22.88
2999,203055,PFS127040,100922546,2017-05-03,Medium,3,46.93,0.01,6,140.79,139.38,Medium Box,4.2,1.18,2017-05-09,0.67,88.4
3000,203056,PFS127053,100922547,2017-03-14,Low,6,56.93,0.05,3.5,341.57,324.5,Small Box,2.45,0.56,2017-03-22,0.31,96.22
3001,203057,PFS127105,100922548,2017-04-30,Low,14,37.15,0.05,2,520.1,494.1,Small Box,1.4,0.56,2017-05-08,0.67,330.46
3002,203058,PFS127095,100922549,2017-07-23,Same Day,17,27.72,0.04,15.75,471.27,452.42,Small Pack,11.03,0.38,2017-07-24,0.84,369.18
3003,203059,PFS127086,100922550,2017-12-22,Low,19,18.63,0,2,354.01,354.01,Small Box,1.4,0.56,2017-12-30,0.69,240.53
3004,203060,PFS127013,100922551,2017-04-03,Medium,18,21.1,0.03,4.5,379.84,368.44,Wrap Bag,3.15,0.34,2017-04-09,0.37,131.58
3005,203061,PFS127044,100922552,2017-08-23,High,22,22.12,0.01,7,486.57,481.71,Small Box,4.9,0.56,2017-08-26,0.73,344.64
3006,203062,PFS127054,100922553,2017-04-09,Critical,11,23.7,0.1,10.5,260.72,234.65,Small Box,7.35,0.56,2017-04-11,0.76,170.61
3007,203063,PFS127048,100922554,2017-07-29,Very Low,9,44.3,0.03,1.33,398.7,386.74,Small Pack,0.93,0.38,2017-08-08,0.89,343.04
3008,203064,PFS127020,100922555,2017-01-05,Same Day,2,15.6,0.05,13.5,31.2,29.64,Jumbo Box,9.45,2.96,2017-01-06,0.74,9.52
3009,203065,PFS127089,100922556,2017-09-10,Low,1,15.77,0.05,2.5,15.77,14.98,Small Box,1.75,0.56,2017-09-18,0.84,10.29
3010,203066,PFS127081,100922557,2017-04-09,Medium,1,16.34,0.07,5.25,16.34,15.2,Large Box,3.68,1.48,2017-04-15,0.61,4.14
3011,203067,PFS127072,100922558,2017-08-29,High,1,16.65,0.06,5,16.65,15.65,Small Box,3.5,0.56,2017-09-01,0.68,6.62
3012,203068,PFS127087,100922559,2017-10-13,Critical,2,32.67,0.1,10.5,65.33,58.8,Medium Box,7.35,1.18,2017-10-15,0.84,40.94
3013,203069,PFS127097,100922560,2017-12-16,Very Low,5,19.67,0.03,1.67,98.34,95.38,Jumbo Drum,1.17,5.42,2017-12-26,0.76,65.99
3014,203070,PFS127119,100922561,2017-11-24,Same Day,5,41.5,0.06,20.25,207.5,195.05,Small Box,14.18,0.56,2017-11-25,0.73,127.03
3015,203071,PFS127121,100922562,2017-10-11,Medium,4,47.5,0.02,3,190,186.2,Small Box,2.1,0.56,2017-10-17,0.94,172.37
3016,203072,PFS127092,100922563,2017-03-30,Medium,8,18.41,0.1,2.25,147.26,132.54,Large Box,1.58,1.48,2017-04-05,0.92,119.09
3017,203073,PFS127057,100922564,2017-01-08,Medium,9,19.75,0.05,4.5,177.72,168.84,Small Box,3.15,0.56,2017-01-14,0.69,112.24
3018,203074,PFS127060,100922565,2017-11-16,Very Low,8,19.75,0.09,2.67,157.98,143.76,Small Box,1.87,0.56,2017-11-26,0.59,82.47
3019,203075,PFS127090,100922566,2017-10-15,Very Low,5,19.88,0.04,2.33,99.39,95.41,Large Box,1.63,1.48,2017-10-25,0.76,69.47
3020,203076,PFS127091,100922567,2017-03-17,Critical,21,20.48,0.02,13.5,429.98,421.38,Small Box,9.45,0.56,2017-03-19,0.84,344.45
3021,203077,PFS127108,100922568,2017-06-30,High,8,20.48,0.07,7,163.8,152.33,Wrap Bag,4.9,0.34,2017-07-03,0.84,122.91
3022,203078,PFS127041,100922569,2017-04-14,Medium,5,20.79,0.08,4.5,103.94,95.62,Small Box,3.15,0.56,2017-04-20,0.65,58.4
3023,203079,PFS127052,100922570,2017-12-21,Low,9,20.79,0,3,187.08,187.08,Large Box,2.1,1.48,2017-12-29,0.42,74.99
3024,203080,PFS127073,100922571,2017-12-31,Low,11,20.79,0.1,3,228.66,205.79,Jumbo Drum,2.1,5.42,2018-01-08,0.62,120.98
3025,203081,PFS127098,100922572,2017-08-05,Same Day,4,20.79,0.04,15.75,83.15,79.82,Small Box,11.03,0.56,2017-08-06,0.73,46.94
3026,203082,PFS127114,100922573,2017-08-09,Low,3,21.94,0.1,3.5,65.83,59.25,Small Box,2.45,0.56,2017-08-17,0.84,46.83
3027,203083,PFS127120,100922574,2017-10-14,Medium,2,21.94,0.04,5.25,43.89,42.13,Small Box,3.68,0.56,2017-10-20,0.7,25.11
3028,203084,PFS127046,100922575,2017-05-13,High,7,22.09,0.08,5,154.61,142.24,Jumbo Box,3.5,2.96,2017-05-16,0.69,91.23
3029,203085,PFS127115,100922576,2017-06-26,Critical,1,22.75,0,10.5,22.75,22.75,Large Box,7.35,1.48,2017-06-28,0.76,8.48
3030,203086,PFS127083,100922577,2017-07-07,Very Low,11,23.39,0.02,1,257.26,252.11,Small Box,0.7,0.56,2017-07-17,0.73,181.97
3031,203087,PFS127068,100922578,2017-07-10,Same Day,22,35.1,0.04,20.25,772.2,741.31,Wrap Bag,14.18,0.34,2017-07-11,0.73,529.02
3032,203088,PFS127096,100922579,2017-09-07,Low,12,37.03,0.01,4,444.37,439.92,Small Box,2.8,0.56,2017-09-15,0.74,324.12
3033,203089,PFS127127,100922580,2017-07-31,Medium,8,37.03,0.07,5.25,296.24,275.51,Jumbo Box,3.68,2.96,2017-08-06,0.54,142.14
3034,203090,PFS127122,100922581,2017-12-09,High,7,38.61,0.03,4,270.27,262.16,Small Box,2.8,0.56,2017-12-12,0.91,235.2
3035,203091,PFS127079,100922582,2017-01-24,Critical,3,38.98,0.1,10.5,116.94,105.25,Wrap Bag,7.35,0.34,2017-01-26,0.62,57.86
3036,203092,PFS127093,100922583,2017-09-13,Very Low,2,41.69,0.08,1.33,83.38,76.71,Wrap Bag,0.93,0.34,2017-09-23,0.84,63.26
3037,203093,PFS127019,100922584,2017-09-24,Same Day,8,42.9,0.05,13.5,343.2,326.04,Small Box,9.45,0.56,2017-09-25,0.82,257.34
3038,203094,PFS127126,100922585,2017-08-06,Medium,11,46.64,0.1,5.25,513.08,461.78,Small Box,3.68,0.56,2017-08-12,0.69,314.39
3039,203095,PFS127085,100922586,2017-08-14,Medium,12,45.1,0.01,5.25,541.2,535.79,Small Box,3.68,0.56,2017-08-20,0.69,363.74
3040,203096,PFS127117,100922587,2017-01-14,Medium,15,35.75,0.08,3,536.25,493.35,Small Box,2.1,0.56,2017-01-20,0.73,359.06
3041,203097,PFS127099,100922588,2017-06-12,Very Low,8,76.69,0,2,613.5,613.5,Large Box,1.4,1.48,2017-06-22,0.73,446.94
3042,203098,PFS127084,100922589,2017-03-05,Very Low,9,85.24,0.01,1.67,767.17,759.5,Small Box,1.17,0.56,2017-03-15,0.7,527.34
3043,203099,PFS127015,100922590,2017-08-05,Critical,3,102.7,0.05,10.5,308.1,292.7,Jumbo Box,7.35,2.96,2017-08-07,0.35,91.63
3044,203100,PFS127017,100922591,2017-08-17,High,4,102.7,0.04,5,410.8,394.37,Small Box,3.5,0.56,2017-08-20,0.34,131.01
3045,203101,PFS127118,100922592,2017-06-21,Medium,5,103.99,0.1,5.25,519.94,467.94,Small Box,3.68,0.56,2017-06-27,0.73,338.86
3046,203102,PFS127078,100922593,2017-07-18,Low,8,119.59,0.1,2.5,956.7,861.03,Jumbo Box,1.75,2.96,2017-07-26,0.8,684.11
3047,203103,PFS127027,100922594,2017-08-07,Low,2,128.7,0.02,4.5,257.4,252.25,Small Box,3.15,0.56,2017-08-15,0.67,166
3048,203104,PFS127124,100922595,2017-08-16,Same Day,7,135.2,0.05,9,946.4,899.08,Large Box,6.3,1.48,2017-08-17,0.77,684.51
3049,203105,PFS127028,100922596,2017-09-10,Low,1,154.7,0.02,1.5,154.7,151.61,Medium Box,1.05,1.18,2017-09-18,0.65,96.26
3050,203106,PFS127042,100922597,2017-04-26,Medium,3,154.7,0.07,4.5,464.1,431.61,Small Box,3.15,0.56,2017-05-02,0.63,267.6
3051,203107,PFS127110,100922598,2017-10-16,High,9,175.49,0.09,8,1579.38,1437.24,Medium Box,5.6,1.18,2017-10-19,0.84,1202.23
3052,203108,PFS127014,100922599,2017-06-05,Critical,12,193.7,0.1,10.5,2324.4,2091.96,Jumbo Drum,7.35,5.42,2017-06-07,0.36,747.45
3053,203109,PFS127018,100922600,2017-03-21,Very Low,5,193.7,0.01,3,968.5,958.82,Small Box,2.1,0.56,2017-03-31,0.36,342.51
3054,203110,PFS127039,100922601,2017-04-29,Same Day,4,193.7,0.02,15.75,774.8,759.3,Large Box,11.03,1.48,2017-04-30,0.7,516.43
3055,203111,PFS127125,100922602,2017-12-09,Low,3,193.7,0.01,3,581.1,575.29,Jumbo Drum,2.1,5.42,2017-12-17,0.89,504.49
